Hour,start_timestamp,Busyness Predicted,Taxi Zone ID
7,1691301600.0,0.3466085,114
8,1691305200.0,0.47637942,114
9,1691308800.0,0.46605942,114
10,1691312400.0,0.51510876,114
11,1691316000.0,0.54945,114
12,1691319600.0,0.5831864,114
13,1691323200.0,0.6034673,114
14,1691326800.0,0.6039089,114
15,1691330400.0,0.5839018,114
16,1691334000.0,0.5921583,114
17,1691337600.0,0.7140708,114
18,1691341200.0,0.6681927,114
19,1691344800.0,0.57818353,114
20,1691348400.0,0.3904958,114
21,1691352000.0,0.21144898,114
22,1691355600.0,0.16378641,114
23,1691359200.0,0.13318747,114
0,1691276400.0,0.08631405,116
1,1691280000.0,0.12271758,116
2,1691283600.0,0.1018898,116
3,1691287200.0,0.097733796,116
4,1691290800.0,0.090592295,116
5,1691294400.0,0.03535606,116
6,1691298000.0,0.071383,116
7,1691301600.0,0.092536665,116
8,1691305200.0,0.1309396,116
9,1691308800.0,0.092447475,116
10,1691312400.0,0.14149709,116
11,1691316000.0,0.16942039,116
12,1691319600.0,0.20315675,116
13,1691323200.0,0.22343771,116
14,1691326800.0,0.22387932,116
15,1691330400.0,0.25686315,116
16,1691334000.0,0.23072638,116
17,1691337600.0,0.2723494,116
18,1691341200.0,0.2264713,116
19,1691344800.0,0.19941515,116
20,1691348400.0,0.14759675,116
21,1691352000.0,0.101772554,116
22,1691355600.0,0.06787932,116
23,1691359200.0,0.037280377,116
0,1691276400.0,0.105512485,12
1,1691280000.0,0.13562186,12
2,1691283600.0,0.105944864,12
3,1691287200.0,0.13808417,12
4,1691290800.0,0.13088481,12
5,1691294400.0,0.06772715,12
6,1691298000.0,0.0560772,12
7,1691301600.0,0.06304302,12
8,1691305200.0,0.14425887,12
9,1691308800.0,0.12743092,12
10,1691312400.0,0.18496063,12
11,1691316000.0,0.21784212,12
12,1691319600.0,0.25157848,12
13,1691323200.0,0.27185947,12
14,1691326800.0,0.28231013,12
15,1691330400.0,0.31529394,12
16,1691334000.0,0.3122948,12
17,1691337600.0,0.33833775,12
18,1691341200.0,0.29245964,12
19,1691344800.0,0.2516269,12
20,1691348400.0,0.19196504,12
21,1691352000.0,0.12488864,12
22,1691355600.0,0.0956888,12
23,1691359200.0,0.072749875,12
0,1691276400.0,0.08001636,120
1,1691280000.0,0.11012576,120
2,1691283600.0,0.08044874,120
3,1691287200.0,0.076292746,120
4,1691290800.0,0.07126571,120
5,1691294400.0,0.0063538635,120
6,1691298000.0,0.026325796,120
7,1691301600.0,-0.016295504,120
8,1691305200.0,0.020901445,120
9,1691308800.0,-0.002166301,120
10,1691312400.0,0.046883266,120
11,1691316000.0,0.07976469,120
12,1691319600.0,0.11226987,120
13,1691323200.0,0.11353218,120
14,1691326800.0,0.11397378,120
15,1691330400.0,0.11851087,120
16,1691334000.0,0.09175253,120
17,1691337600.0,0.11779553,120
18,1691341200.0,0.07191735,120
19,1691344800.0,0.016095143,120
20,1691348400.0,0.03933927,120
21,1691352000.0,0.02494419,120
22,1691355600.0,0.011217033,120
23,1691359200.0,0.0013795198,120
0,1691276400.0,0.26051685,125
1,1691280000.0,0.28868237,125
2,1691283600.0,0.23821941,125
3,1691287200.0,0.24467143,125
4,1691290800.0,0.23752993,125
5,1691294400.0,0.17631611,125
6,1691298000.0,0.21448638,125
7,1691301600.0,0.26997256,125
8,1691305200.0,0.35118848,125
9,1691308800.0,0.41499457,125
10,1691312400.0,0.75133055,125
11,1691316000.0,0.94806683,125
12,1691319600.0,1.0343332,125
13,1691323200.0,1.0546141,125
14,1691326800.0,1.0837414,125
15,1691330400.0,1.1180527,125
16,1691334000.0,1.0629908,125
17,1691337600.0,0.861102,125
18,1691341200.0,0.7408728,125
19,1691344800.0,0.59921354,125
20,1691348400.0,0.4520875,125
21,1691352000.0,0.37532726,125
22,1691355600.0,0.2757746,125
23,1691359200.0,0.1714697,125
0,1691276400.0,0.21053676,127
1,1691280000.0,0.21181427,127
2,1691283600.0,0.16653311,127
3,1691287200.0,0.1623771,127
4,1691290800.0,0.15523557,127
5,1691294400.0,0.092077926,127
6,1691298000.0,0.13219203,127
7,1691301600.0,0.2702538,127
8,1691305200.0,0.3409653,127
9,1691308800.0,0.43119597,127
10,1691312400.0,0.4731625,127
11,1691316000.0,0.56355727,127
12,1691319600.0,0.8293023,127
13,1691323200.0,0.9169038,127
14,1691326800.0,0.92581826,127
15,1691330400.0,0.9821128,127
16,1691334000.0,0.9903695,127
17,1691337600.0,1.2053753,127
18,1691341200.0,1.1594971,127
19,1691344800.0,1.0451291,127
20,1691348400.0,0.740542,127
21,1691352000.0,0.790169,127
22,1691355600.0,0.7556651,127
23,1691359200.0,0.5811999,127
0,1691276400.0,0.30026713,13
1,1691280000.0,0.30849528,13
2,1691283600.0,0.27881816,13
3,1691287200.0,0.24000852,13
4,1691290800.0,0.232867,13
5,1691294400.0,0.16970934,13
6,1691298000.0,0.28047928,13
7,1691301600.0,0.44762376,13
8,1691305200.0,0.5288396,13
9,1691308800.0,0.5402686,13
10,1691312400.0,0.6287274,13
11,1691316000.0,0.6616088,13
12,1691319600.0,0.69534516,13
13,1691323200.0,0.715626,13
14,1691326800.0,0.7662831,13
15,1691330400.0,0.79926693,13
16,1691334000.0,0.8085158,13
17,1691337600.0,1.0083225,13
18,1691341200.0,0.9624443,13
19,1691344800.0,0.82547927,13
20,1691348400.0,0.6820985,13
21,1691352000.0,0.5112644,13
22,1691355600.0,0.42433247,13
23,1691359200.0,0.2441791,13
0,1691276400.0,0.12751338,137
1,1691280000.0,0.15836571,137
2,1691283600.0,0.12868871,137
3,1691287200.0,0.12453269,137
4,1691290800.0,0.11739118,137
5,1691294400.0,0.054233562,137
6,1691298000.0,0.097787015,137
7,1691301600.0,0.12818429,137
8,1691305200.0,0.22188716,137
9,1691308800.0,0.20431624,137
10,1691312400.0,0.34576252,137
11,1691316000.0,0.36487728,137
12,1691319600.0,0.39861366,137
13,1691323200.0,0.41889456,137
14,1691326800.0,0.43260866,137
15,1691330400.0,0.46832705,137
16,1691334000.0,0.53781486,137
17,1691337600.0,0.62377596,137
18,1691341200.0,0.5911704,137
19,1691344800.0,0.40103018,137
20,1691348400.0,0.24977486,137
21,1691352000.0,0.18269837,137
22,1691355600.0,0.14597093,137
23,1691359200.0,0.11537198,137
0,1691276400.0,0.21037413,140
1,1691280000.0,0.18757284,140
2,1691283600.0,0.16067648,140
3,1691287200.0,0.12203802,140
4,1691290800.0,0.124273814,140
5,1691294400.0,0.059681397,140
6,1691298000.0,0.09979552,140
7,1691301600.0,0.14811914,140
8,1691305200.0,0.2932597,140
9,1691308800.0,0.18890426,140
10,1691312400.0,0.3541345,140
11,1691316000.0,0.39649254,140
12,1691319600.0,0.44160154,140
13,1691323200.0,0.46188244,140
14,1691326800.0,0.5170131,140
15,1691330400.0,0.7412157,140
16,1691334000.0,0.7628548,140
17,1691337600.0,0.85555995,140
18,1691341200.0,0.80968183,140
19,1691344800.0,0.54621595,140
20,1691348400.0,0.40802652,140
21,1691352000.0,0.31216028,140
22,1691355600.0,0.24080278,140
23,1691359200.0,0.21020381,140
0,1691276400.0,0.06629931,141
1,1691280000.0,0.09170065,141
2,1691283600.0,0.06202365,141
3,1691287200.0,0.057867657,141
4,1691290800.0,0.03983513,141
5,1691294400.0,-0.015401111,141
6,1691298000.0,0.022914082,141
7,1691301600.0,-0.010537362,141
8,1691305200.0,-0.015421764,141
9,1691308800.0,-0.0067062625,141
10,1691312400.0,0.04234332,141
11,1691316000.0,0.07522475,141
12,1691319600.0,0.104000114,141
13,1691323200.0,0.12428101,141
14,1691326800.0,0.12472258,141
15,1691330400.0,0.12373622,141
16,1691334000.0,0.09728162,141
17,1691337600.0,0.123324566,141
18,1691341200.0,0.07744651,141
19,1691344800.0,0.03661374,141
20,1691348400.0,0.06568144,141
21,1691352000.0,0.01713276,141
